"","protein2_clean","protein1_clean","protein1","protein2","combined_score","gene1","entrez1","gene2","entrez2","go_similarity","label"
"1072","ENSP00000418438","ENSP00000467262","9606.ENSP00000467262","9606.ENSP00000418438",986,"UQCR11","10975","NDUFA3","4696",0.628,1
"1073","ENSP00000262188","ENSP00000341805","9606.ENSP00000341805","9606.ENSP00000262188",956,"PHF10","55274","SMARCD3","6604",0.891,1
"1074","ENSP00000333837","ENSP00000380466","9606.ENSP00000380466","9606.ENSP00000333837",944,"MRPL23","6150","MRPL12","6182",0.813,1
"1075","ENSP00000335153","ENSP00000390621","9606.ENSP00000390621","9606.ENSP00000335153",918,"TDRD12","91646","HSP90AA1","3320",0.134,0
"1076","ENSP00000322450","ENSP00000354813","9606.ENSP00000354813","9606.ENSP00000322450",999,"MT-ND5","4540","NDUFV1","4723",0.803,1
"1077","ENSP00000443194","ENSP00000368727","9606.ENSP00000368727","9606.ENSP00000443194",908,"XDH","7498","NAT1","9",0.279,0
"1078","ENSP00000328854","ENSP00000483484","9606.ENSP00000483484","9606.ENSP00000328854",919,"NSA2","10412","NOC4L","79050",0.93,1
"1079","ENSP00000340305","ENSP00000383719","9606.ENSP00000383719","9606.ENSP00000340305",931,"UBE2J2","118424","UBE2V1","7335",0.394,0
"1080","ENSP00000356448","ENSP00000270257","9606.ENSP00000270257","9606.ENSP00000356448",904,"GEMIN7","79760","TPR","7175",0.091,0
"1081","ENSP00000376732","ENSP00000263629","9606.ENSP00000263629","9606.ENSP00000376732",930,"MTIF2","4528","MRPS33","51650",0.687,1
"1082","ENSP00000266544","ENSP00000259037","9606.ENSP00000259037","9606.ENSP00000266544",999,"NDUFB5","4711","NDUFA9","4704",0.766,1
"1083","ENSP00000301587","ENSP00000290949","9606.ENSP00000290949","9606.ENSP00000301587",920,"ATP6V0D1","9114","ATP5PD","10476",0.164,0
"1084","ENSP00000358931","ENSP00000339933","9606.ENSP00000339933","9606.ENSP00000358931",910,"PKLR","5313","TKTL1","8277",0.21,0
"1085","ENSP00000252603","ENSP00000321259","9606.ENSP00000321259","9606.ENSP00000252603",937,"TALDO1","6888","PGLS","25796",0.928,1
"1086","ENSP00000358414","ENSP00000349078","9606.ENSP00000349078","9606.ENSP00000358414",964,"FDPS","2224","HMGCS2","3158",0.913,1
"1087","ENSP00000264709","ENSP00000420294","9606.ENSP00000420294","9606.ENSP00000264709",905,"PHC3","80012","DNMT3A","1788",1,1
"1088","ENSP00000298910","ENSP00000432083","9606.ENSP00000432083","9606.ENSP00000298910",939,"HSPA8","3312","LRRK2","120892",0.336,0
"1089","ENSP00000288774","ENSP00000391601","9606.ENSP00000391601","9606.ENSP00000288774",996,"PEX5","5830","PEX10","5192",0.683,1
"1090","ENSP00000326531","ENSP00000420306","9606.ENSP00000420306","9606.ENSP00000326531",999,"THOC5","8563","THOC6","79228",0.622,1
"1091","ENSP00000358327","ENSP00000311032","9606.ENSP00000311032","9606.ENSP00000358327",929,"CASP3","836","CASP7","840",0.624,1
"1092","ENSP00000370542","ENSP00000255409","9606.ENSP00000255409","9606.ENSP00000370542",961,"CHI3L1","1116","SDC1","6382",0.121,0
"1093","ENSP00000351273","ENSP00000357320","9606.ENSP00000357320","9606.ENSP00000351273",917,"DAP3","7818","CASP8","841",0.355,0
"1094","ENSP00000380638","ENSP00000380227","9606.ENSP00000380227","9606.ENSP00000380638",920,"ITGA4","3676","PTK2B","2185",0.377,0
"1095","ENSP00000363322","ENSP00000439403","9606.ENSP00000439403","9606.ENSP00000363322",997,"ANAPC15","25906","CDC26","246184",0.941,1
"1096","ENSP00000433919","ENSP00000266735","9606.ENSP00000266735","9606.ENSP00000433919",985,"SNRPF","6636","CLNS1A","1207",0.795,1
"1097","ENSP00000225969","ENSP00000301585","9606.ENSP00000301585","9606.ENSP00000225969",997,"MRPL58","3396","MRPL27","51264",0.891,1
"1098","ENSP00000318604","ENSP00000343118","9606.ENSP00000343118","9606.ENSP00000318604",908,"LAMTOR4","389541","MAF1","84232",0.052,0
"1099","ENSP00000372088","ENSP00000348056","9606.ENSP00000348056","9606.ENSP00000372088",985,"UBE2I","7329","RAD51","5888",0.239,0
"1100","ENSP00000356430","ENSP00000297313","9606.ENSP00000297313","9606.ENSP00000356430",909,"RGS20","8601","RGS18","64407",1,1
"1101","ENSP00000255764","ENSP00000377686","9606.ENSP00000377686","9606.ENSP00000255764",992,"MED24","9862","MED10","84246",0.975,1
"1102","ENSP00000478070","ENSP00000392094","9606.ENSP00000392094","9606.ENSP00000478070",987,"EFTUD2","9343","CWC25","54883",1,1
"1103","ENSP00000428489","ENSP00000360540","9606.ENSP00000360540","9606.ENSP00000428489",965,"CEP55","55165","PBK","55872",0.289,0
"1104","ENSP00000282892","ENSP00000481920","9606.ENSP00000481920","9606.ENSP00000282892",999,"MED6","10001","MED21","9412",1,1
"1105","ENSP00000377640","ENSP00000369965","9606.ENSP00000369965","9606.ENSP00000377640",982,"BTF3","689","RPL24","6152",0.048,0
"1106","ENSP00000252622","ENSP00000260210","9606.ENSP00000260210","9606.ENSP00000252622",970,"BUD13","84811","LSM7","51690",1,1
"1107","ENSP00000274849","ENSP00000419005","9606.ENSP00000419005","9606.ENSP00000274849",977,"UTP25","27042","ABT1","29777",0.353,0
"1108","ENSP00000220003","ENSP00000263967","9606.ENSP00000263967","9606.ENSP00000220003",916,"PIK3CA","5290","CSK","1445",0.313,0
"1109","ENSP00000368528","ENSP00000249442","9606.ENSP00000249442","9606.ENSP00000368528",927,"MTX2","10651","APOO","79135",0.645,1
"1110","ENSP00000217386","ENSP00000384092","9606.ENSP00000384092","9606.ENSP00000217386",910,"POMC","5443","OXT","5020",0.359,0
"1111","ENSP00000307684","ENSP00000359295","9606.ENSP00000359295","9606.ENSP00000307684",969,"DR1","1810","TADA3","10474",0.85,1
"1112","ENSP00000359939","ENSP00000351596","9606.ENSP00000351596","9606.ENSP00000359939",949,"SKIC3","9652","EXOSC1","51013",0.609,1
"1113","ENSP00000304669","ENSP00000275364","9606.ENSP00000275364","9606.ENSP00000304669",939,"GNA12","2768","CTNNA1","1495",0.237,0
"1114","ENSP00000215570","ENSP00000388658","9606.ENSP00000388658","9606.ENSP00000215570",963,"SLC25A12","8604","TIMM13","26517",0.155,0
"1115","ENSP00000343741","ENSP00000265728","9606.ENSP00000265728","9606.ENSP00000343741",982,"DBF4","10926","ATR","545",0.205,0
"1116","ENSP00000295589","ENSP00000331358","9606.ENSP00000331358","9606.ENSP00000295589",947,"GAST","2520","CCKAR","886",0.704,1
"1117","ENSP00000317674","ENSP00000441828","9606.ENSP00000441828","9606.ENSP00000317674",979,"HPR","3250","APOL1","8542",0.042,0
"1118","ENSP00000310448","ENSP00000362110","9606.ENSP00000362110","9606.ENSP00000310448",999,"SF3A3","10946","SART1","9092",0.752,1
"1119","ENSP00000321239","ENSP00000363822","9606.ENSP00000363822","9606.ENSP00000321239",916,"AR","367","RCHY1","25898",0.224,0
"1120","ENSP00000263826","ENSP00000219476","9606.ENSP00000219476","9606.ENSP00000263826",983,"TSC2","7249","AKT3","10000",0.391,0
"1121","ENSP00000215832","ENSP00000358525","9606.ENSP00000358525","9606.ENSP00000215832",938,"NGF","4803","MAPK1","5594",0.371,0
"1122","ENSP00000386884","ENSP00000312262","9606.ENSP00000312262","9606.ENSP00000386884",943,"GRK2","156","CXCR4","7852",0.306,0
"1123","ENSP00000352584","ENSP00000250018","9606.ENSP00000250018","9606.ENSP00000352584",902,"TPH1","7166","AKR1B10","57016",0.166,0
"1124","ENSP00000361021","ENSP00000386541","9606.ENSP00000386541","9606.ENSP00000361021",907,"PSMD14","10213","PTEN","5728",0.152,0
"1125","ENSP00000216367","ENSP00000260731","9606.ENSP00000260731","9606.ENSP00000216367",922,"KIF11","3832","POLE2","5427",0.11,0
"1126","ENSP00000307786","ENSP00000321260","9606.ENSP00000321260","9606.ENSP00000307786",934,"COX8A","1351","CYCS","54205",0.677,1
"1127","ENSP00000253083","ENSP00000255194","9606.ENSP00000255194","9606.ENSP00000253083",907,"AP3B1","8546","HIP1R","9026",0.357,0
"1128","ENSP00000395772","ENSP00000317992","9606.ENSP00000317992","9606.ENSP00000395772",938,"NOC2L","26155","GNL3","26354",0.263,0
"1129","ENSP00000351185","ENSP00000294008","9606.ENSP00000294008","9606.ENSP00000351185",947,"SLX4","84464","DNA2","1763",0.651,1
"1130","ENSP00000362768","ENSP00000221138","9606.ENSP00000221138","9606.ENSP00000362768",919,"PPP2CB","5516","RBL1","5933",0.333,0
"1131","ENSP00000254976","ENSP00000380432","9606.ENSP00000380432","9606.ENSP00000254976",944,"INS","3630","SNAP25","6616",0.2,0
"1132","ENSP00000363322","ENSP00000421842","9606.ENSP00000421842","9606.ENSP00000363322",999,"ANAPC13","25847","CDC26","246184",1,1
"1133","ENSP00000481646","ENSP00000364119","9606.ENSP00000364119","9606.ENSP00000481646",967,"EIF2S2","8894","RPS10","6204",0.886,1
"1134","ENSP00000377036","ENSP00000302530","9606.ENSP00000302530","9606.ENSP00000377036",945,"BUB1","699","PTPA","5524",0.253,0
"1135","ENSP00000302177","ENSP00000371586","9606.ENSP00000371586","9606.ENSP00000302177",963,"PISD","23761","MBOAT2","129642",0.331,0
"1136","ENSP00000341082","ENSP00000290208","9606.ENSP00000290208","9606.ENSP00000341082",981,"MRPL10","124995","MRPL20","55052",1,1
"1137","ENSP00000260443","ENSP00000407323","9606.ENSP00000407323","9606.ENSP00000260443",972,"EBNA1BP2","10969","RSL24D1","51187",1,1
"1138","ENSP00000260210","ENSP00000357928","9606.ENSP00000357928","9606.ENSP00000260210",979,"CDC40","51362","BUD13","84811",0.68,1
"1139","ENSP00000278572","ENSP00000311430","9606.ENSP00000311430","9606.ENSP00000278572",999,"RPL4","6124","RPS3","6188",0.278,0
"1140","ENSP00000226574","ENSP00000325663","9606.ENSP00000325663","9606.ENSP00000226574",940,"NFKBIZ","64332","NFKB1","4790",0.299,0
"1141","ENSP00000357928","ENSP00000362110","9606.ENSP00000362110","9606.ENSP00000357928",959,"SF3A3","10946","CDC40","51362",0.703,1
"1142","ENSP00000356520","ENSP00000363676","9606.ENSP00000363676","9606.ENSP00000356520",912,"RPL11","6135","DHX9","1660",0.384,0
"1143","ENSP00000347792","ENSP00000316779","9606.ENSP00000316779","9606.ENSP00000347792",952,"BIN1","274","SYNJ2","8871",0.257,0
"1144","ENSP00000430075","ENSP00000333019","9606.ENSP00000333019","9606.ENSP00000430075",959,"ADSS1","122622","AMPD1","270",0.739,1
"1145","ENSP00000346577","ENSP00000286648","9606.ENSP00000286648","9606.ENSP00000346577",906,"DCK","1633","AK5","26289",0.638,1
"1146","ENSP00000379506","ENSP00000449328","9606.ENSP00000449328","9606.ENSP00000379506",999,"RPLP0","6175","RPL14","9045",0.718,1
"1147","ENSP00000357283","ENSP00000408695","9606.ENSP00000408695","9606.ENSP00000357283",938,"PRKCA","5578","LMNA","4000",0.307,0
"1148","ENSP00000274026","ENSP00000377793","9606.ENSP00000377793","9606.ENSP00000274026",961,"PRC1","9055","CCNA2","890",0.25,0
"1149","ENSP00000342015","ENSP00000261070","9606.ENSP00000261070","9606.ENSP00000342015",996,"COX17","10063","COX19","90639",0.342,0
"1150","ENSP00000428924","ENSP00000443256","9606.ENSP00000443256","9606.ENSP00000428924",901,"LPAR2","9170","LYN","4067",0.332,0
"1151","ENSP00000373472","ENSP00000258613","9606.ENSP00000258613","9606.ENSP00000373472",903,"THSD1","55901","ADAMTS7","11173",0.209,0
"1152","ENSP00000340305","ENSP00000451261","9606.ENSP00000451261","9606.ENSP00000340305",954,"UBE2J1","51465","UBE2V1","7335",0.383,0
"1153","ENSP00000251453","ENSP00000346015","9606.ENSP00000346015","9606.ENSP00000251453",999,"RPL27A","6157","RPS16","6217",0.649,1
"1154","ENSP00000258383","ENSP00000279242","9606.ENSP00000279242","9606.ENSP00000258383",997,"MRPL49","740","MRPL44","65080",1,1
"1155","ENSP00000238682","ENSP00000377027","9606.ENSP00000377027","9606.ENSP00000238682",908,"TGFBRAP1","9392","TGFB3","7043",0.317,0
"1156","ENSP00000324343","ENSP00000231420","9606.ENSP00000231420","9606.ENSP00000324343",930,"AGXT2","64902","UPB1","51733",0.296,0
"1157","ENSP00000315397","ENSP00000276585","9606.ENSP00000276585","9606.ENSP00000315397",981,"MRPS28","28957","MRPS31","10240",1,1
"1158","ENSP00000376077","ENSP00000468785","9606.ENSP00000468785","9606.ENSP00000376077",904,"MBD1","4152","SUMO1","7341",0.353,0
"1159","ENSP00000481554","ENSP00000327694","9606.ENSP00000327694","9606.ENSP00000481554",902,"AP2A2","161","GRIA3","2892",0.162,0
"1160","ENSP00000258428","ENSP00000388107","9606.ENSP00000388107","9606.ENSP00000258428",916,"UBA52","7311","REV1","51455",0.358,0
"1161","ENSP00000417138","ENSP00000477707","9606.ENSP00000477707","9606.ENSP00000417138",952,"NR1H3","10062","PLTP","5360",0.275,0
"1162","ENSP00000359258","ENSP00000480476","9606.ENSP00000480476","9606.ENSP00000359258",912,"OPLAH","26873","GCLM","2730",0.655,1
"1163","ENSP00000377027","ENSP00000238682","9606.ENSP00000238682","9606.ENSP00000377027",908,"TGFB3","7043","TGFBRAP1","9392",0.317,0
"1164","ENSP00000262367","ENSP00000250003","9606.ENSP00000250003","9606.ENSP00000262367",994,"MYOD1","4654","CREBBP","1387",0.39,0
"1165","ENSP00000251496","ENSP00000288207","9606.ENSP00000288207","9606.ENSP00000251496",996,"CCNB2","9133","NCAPG","64151",0.327,0
"1166","ENSP00000358154","ENSP00000484789","9606.ENSP00000484789","9606.ENSP00000358154",957,"H4C5","8367","H3C14","126961",0.696,1
"1167","ENSP00000364860","ENSP00000263270","9606.ENSP00000263270","9606.ENSP00000364860",901,"AP2S1","1175","ROR2","4920",0.198,0
"1168","ENSP00000360683","ENSP00000330382","9606.ENSP00000330382","9606.ENSP00000360683",906,"PDGFB","5155","PTPN1","5770",0.394,0
"1169","ENSP00000344393","ENSP00000321449","9606.ENSP00000321449","9606.ENSP00000344393",990,"RRP7A","27341","FCF1","51077",1,1
"1170","ENSP00000364204","ENSP00000398523","9606.ENSP00000398523","9606.ENSP00000364204",965,"CALCOCO2","10241","PINK1","65018",0.215,0
"1171","ENSP00000342609","ENSP00000307126","9606.ENSP00000307126","9606.ENSP00000342609",965,"DEGS2","123099","ACER2","340485",0.271,0
"1172","ENSP00000422533","ENSP00000332879","9606.ENSP00000332879","9606.ENSP00000422533",916,"FLRT2","23768","ADGRL3","23284",0.319,0
"1173","ENSP00000257818","ENSP00000256897","9606.ENSP00000256897","9606.ENSP00000257818",905,"CCNH","902","LMO2","4005",0.839,1
"1174","ENSP00000376142","ENSP00000269159","9606.ENSP00000269159","9606.ENSP00000376142",971,"IMPA2","3613","INPP1","3628",0.743,1
"1175","ENSP00000272348","ENSP00000266079","9606.ENSP00000266079","9606.ENSP00000272348",999,"PRPF6","24148","SNRPG","6637",0.82,1
"1176","ENSP00000309474","ENSP00000230056","9606.ENSP00000230056","9606.ENSP00000309474",908,"GMNN","51053","PSMD1","5707",0.166,0
"1177","ENSP00000370193","ENSP00000316114","9606.ENSP00000316114","9606.ENSP00000370193",975,"SGF29","112869","TAF9","6880",0.604,1
"1178","ENSP00000366679","ENSP00000362674","9606.ENSP00000362674","9606.ENSP00000366679",919,"HDAC8","55869","H2AC12","85235",1,1
"1179","ENSP00000325863","ENSP00000013807","9606.ENSP00000013807","9606.ENSP00000325863",965,"ERCC1","2067","MRE11","4361",0.654,1
"1180","ENSP00000360882","ENSP00000223061","9606.ENSP00000223061","9606.ENSP00000360882",981,"PCOLCE","5118","COL5A1","1289",0.26,0
"1181","ENSP00000244537","ENSP00000366956","9606.ENSP00000366956","9606.ENSP00000244537",979,"H4C8","8365","H4C6","8361",1,1
"1182","ENSP00000430432","ENSP00000364678","9606.ENSP00000364678","9606.ENSP00000430432",948,"EHMT2","10919","HDAC2","3066",0.375,0
"1183","ENSP00000349428","ENSP00000316042","9606.ENSP00000316042","9606.ENSP00000349428",994,"HNRNPA0","10949","PTBP1","5725",0.325,0
"1184","ENSP00000356972","ENSP00000354728","9606.ENSP00000354728","9606.ENSP00000356972",989,"MT-ND4L","4539","NDUFS2","4720",0.622,1
"1185","ENSP00000378402","ENSP00000347602","9606.ENSP00000347602","9606.ENSP00000378402",957,"ARID4A","5926","SIN3A","25942",0.694,1
"1186","ENSP00000299767","ENSP00000233242","9606.ENSP00000233242","9606.ENSP00000299767",933,"APOB","338","HSP90B1","7184",0.305,0
"1187","ENSP00000362744","ENSP00000429931","9606.ENSP00000429931","9606.ENSP00000362744",980,"EIF3H","8667","RPS4X","6191",0.626,1
"1188","ENSP00000393241","ENSP00000157812","9606.ENSP00000157812","9606.ENSP00000393241",947,"PSMC4","5704","RPS18","6222",0.373,0
"1189","ENSP00000302160","ENSP00000460348","9606.ENSP00000460348","9606.ENSP00000302160",999,"PRPF8","10594","LSM3","27258",0.804,1
"1190","ENSP00000369154","ENSP00000263640","9606.ENSP00000263640","9606.ENSP00000369154",982,"ACVR1","90","SMAD9","4093",0.62,1
"1191","ENSP00000252999","ENSP00000452120","9606.ENSP00000452120","9606.ENSP00000252999",964,"ITGA7","3679","LAMA5","3911",0.726,1
"1192","ENSP00000346300","ENSP00000312185","9606.ENSP00000312185","9606.ENSP00000346300",922,"ELMO1","9844","CRKL","1399",0.386,0
"1193","ENSP00000355656","ENSP00000482271","9606.ENSP00000482271","9606.ENSP00000355656",957,"H3C6","8353","H2AC25","92815",0.356,0
"1194","ENSP00000331019","ENSP00000314193","9606.ENSP00000314193","9606.ENSP00000331019",972,"WDR75","84128","RPS27L","51065",0.375,0
"1195","ENSP00000373404","ENSP00000333837","9606.ENSP00000333837","9606.ENSP00000373404",992,"MRPL12","6182","MRPL2","51069",1,1
"1196","ENSP00000380638","ENSP00000343027","9606.ENSP00000343027","9606.ENSP00000380638",910,"GNAI1","2770","PTK2B","2185",0.362,0
"1197","ENSP00000255764","ENSP00000362948","9606.ENSP00000362948","9606.ENSP00000255764",997,"MED18","54797","MED10","84246",1,1
"1198","ENSP00000378306","ENSP00000254079","9606.ENSP00000254079","9606.ENSP00000378306",910,"PPP1R1B","84152","PPP3CB","5532",0.324,0
"1199","ENSP00000361162","ENSP00000355929","9606.ENSP00000355929","9606.ENSP00000361162",909,"ANGEL2","90806","TOE1","114034",0.177,0
"1200","ENSP00000368459","ENSP00000264279","9606.ENSP00000264279","9606.ENSP00000368459",965,"NOP58","51602","NUFIP1","26747",0.381,0
"1201","ENSP00000229328","ENSP00000320886","9606.ENSP00000320886","9606.ENSP00000229328",919,"MLXIPL","51085","PRKAB1","5564",0.227,0
"1202","ENSP00000256442","ENSP00000341208","9606.ENSP00000341208","9606.ENSP00000256442",923,"STAT5A","6776","CCNB1","891",0.179,0
"1203","ENSP00000384371","ENSP00000335153","9606.ENSP00000335153","9606.ENSP00000384371",962,"HSP90AA1","3320","BCL6","604",0.354,0
"1204","ENSP00000303423","ENSP00000365388","9606.ENSP00000365388","9606.ENSP00000303423",909,"PDSS1","23590","FNTA","2339",0.174,0
"1205","ENSP00000322898","ENSP00000442788","9606.ENSP00000442788","9606.ENSP00000322898",922,"TET2","54790","EBF1","1879",0.839,1
"1206","ENSP00000258962","ENSP00000268482","9606.ENSP00000268482","9606.ENSP00000258962",909,"DHX38","9785","SRSF1","6426",1,1
"1207","ENSP00000339017","ENSP00000241041","9606.ENSP00000241041","9606.ENSP00000339017",939,"PEX16","9409","ATAD1","84896",0.184,0
"1208","ENSP00000420294","ENSP00000263360","9606.ENSP00000263360","9606.ENSP00000420294",940,"EED","8726","PHC3","80012",1,1
"1209","ENSP00000307684","ENSP00000312709","9606.ENSP00000312709","9606.ENSP00000307684",948,"TAF7","6879","TADA3","10474",0.639,1
"1210","ENSP00000357998","ENSP00000324173","9606.ENSP00000324173","9606.ENSP00000357998",990,"HSPA5","3309","SEC63","11231",0.236,0
"1211","ENSP00000284981","ENSP00000396270","9606.ENSP00000396270","9606.ENSP00000284981",922,"TSPAN14","81619","APP","351",0.251,0
"1212","ENSP00000310015","ENSP00000325448","9606.ENSP00000325448","9606.ENSP00000310015",908,"KARS1","3735","ADAT1","23536",1,1
"1213","ENSP00000262160","ENSP00000428982","9606.ENSP00000428982","9606.ENSP00000262160",913,"CCNC","892","SMAD2","4087",0.317,0
"1214","ENSP00000436682","ENSP00000271588","9606.ENSP00000271588","9606.ENSP00000436682",906,"HMCN1","83872","ARMS2","387715",0.07,0
"1215","ENSP00000476136","ENSP00000267163","9606.ENSP00000267163","9606.ENSP00000476136",902,"RB1","5925","H2BC11","8970",0.286,0
"1216","ENSP00000462667","ENSP00000480960","9606.ENSP00000480960","9606.ENSP00000462667",979,"H4C13","8368","H4C14","8370",1,1
"1217","ENSP00000363999","ENSP00000323065","9606.ENSP00000323065","9606.ENSP00000363999",981,"GADD45GIP1","90480","MRPL50","54534",1,1
"1218","ENSP00000358840","ENSP00000381736","9606.ENSP00000381736","9606.ENSP00000358840",973,"ATP5F1A","498","ATP5MK","84833",1,1
"1219","ENSP00000404658","ENSP00000356480","9606.ENSP00000356480","9606.ENSP00000404658",971,"RNF2","6045","EZH1","2145",0.7,1
"1220","ENSP00000230381","ENSP00000420295","9606.ENSP00000420295","9606.ENSP00000230381",934,"PDE6B","5158","PRPH2","5961",0.068,0
"1221","ENSP00000334134","ENSP00000380876","9606.ENSP00000380876","9606.ENSP00000334134",948,"RGS11","8786","RGS9BP","388531",1,1
"1222","ENSP00000288937","ENSP00000279242","9606.ENSP00000279242","9606.ENSP00000288937",997,"MRPL49","740","MRPL17","63875",1,1
"1223","ENSP00000234313","ENSP00000467141","9606.ENSP00000467141","9606.ENSP00000234313",909,"TTN","7273","PLEK","5341",0.309,0
"1224","ENSP00000360266","ENSP00000295666","9606.ENSP00000295666","9606.ENSP00000360266",936,"IGFBP7","3490","JUN","3725",0.276,0
"1225","ENSP00000386884","ENSP00000481878","9606.ENSP00000481878","9606.ENSP00000386884",912,"GNB1","2782","CXCR4","7852",0.384,0
"1226","ENSP00000355747","ENSP00000294785","9606.ENSP00000294785","9606.ENSP00000355747",999,"NCSTN","23385","PSEN2","5664",0.728,1
"1227","ENSP00000327290","ENSP00000200181","9606.ENSP00000200181","9606.ENSP00000327290",926,"ITGB4","3691","ITGA11","22801",0.741,1
"1228","ENSP00000053468","ENSP00000308897","9606.ENSP00000308897","9606.ENSP00000053468",980,"MRPL11","65003","MRPS10","55173",1,1
"1229","ENSP00000293362","ENSP00000351314","9606.ENSP00000351314","9606.ENSP00000293362",949,"PSMB10","5699","PSME3","10197",0.28,0
"1230","ENSP00000378699","ENSP00000231498","9606.ENSP00000231498","9606.ENSP00000378699",936,"NUP155","9631","CDK1","983",0.214,0
"1231","ENSP00000441543","ENSP00000338413","9606.ENSP00000338413","9606.ENSP00000441543",999,"UBA1","7317","UBC","7316",0.792,1
"1232","ENSP00000361064","ENSP00000263370","9606.ENSP00000263370","9606.ENSP00000361064",925,"ITPKC","80271","MINPP1","9562",0.299,0
"1233","ENSP00000222553","ENSP00000354532","9606.ENSP00000354532","9606.ENSP00000222553",942,"PNP","4860","NAMPT","10135",0.375,0
"1234","ENSP00000348442","ENSP00000355325","9606.ENSP00000355325","9606.ENSP00000348442",999,"PSMB5","5693","PSMD12","5718",1,1
"1235","ENSP00000245620","ENSP00000351497","9606.ENSP00000351497","9606.ENSP00000245620",910,"FCGR2B","2213","LILRB3","11025",0.35,0
"1236","ENSP00000418447","ENSP00000375777","9606.ENSP00000375777","9606.ENSP00000418447",996,"STRN4","29888","PPP2CA","5515",0.327,0
"1237","ENSP00000358549","ENSP00000355889","9606.ENSP00000355889","9606.ENSP00000358549",916,"IARS2","55699","RARS2","57038",0.985,1
"1238","ENSP00000423399","ENSP00000323065","9606.ENSP00000323065","9606.ENSP00000423399",976,"GADD45GIP1","90480","MRPL36","64979",1,1
"1239","ENSP00000314348","ENSP00000225296","9606.ENSP00000225296","9606.ENSP00000314348",955,"DHX33","56919","DDX10","1662",0.236,0
"1240","ENSP00000242067","ENSP00000317469","9606.ENSP00000317469","9606.ENSP00000242067",999,"BBS1","582","BBS9","27241",0.675,1
"1241","ENSP00000339398","ENSP00000357981","9606.ENSP00000357981","9606.ENSP00000339398",942,"CTSS","1520","HLA-DQA1","3117",0.371,0
"1242","ENSP00000348461","ENSP00000253861","9606.ENSP00000253861","9606.ENSP00000348461",957,"EXOC4","60412","RAC1","5879",0.211,0
"1243","ENSP00000394394","ENSP00000426654","9606.ENSP00000426654","9606.ENSP00000394394",999,"ANAPC4","29945","ANAPC7","51434",0.835,1
"1244","ENSP00000283875","ENSP00000221859","9606.ENSP00000221859","9606.ENSP00000283875",991,"POLR2I","5438","GTF2E1","2960",0.863,1
"1245","ENSP00000391211","ENSP00000318646","9606.ENSP00000318646","9606.ENSP00000391211",949,"RPS15A","6210","PSMC2","5701",0.233,0
"1246","ENSP00000354972","ENSP00000296543","9606.ENSP00000296543","9606.ENSP00000354972",985,"NAA15","80155","NAA35","60560",0.39,0
"1247","ENSP00000219789","ENSP00000269159","9606.ENSP00000269159","9606.ENSP00000219789",950,"IMPA2","3613","CDIPT","10423",0.372,0
"1248","ENSP00000302665","ENSP00000370473","9606.ENSP00000370473","9606.ENSP00000302665",999,"IGFBP3","3486","IGF1","3479",0.385,0
"1249","ENSP00000351015","ENSP00000310572","9606.ENSP00000310572","9606.ENSP00000351015",909,"PSMC5","5705","NF1","4763",0.137,0
"1250","ENSP00000353793","ENSP00000286398","9606.ENSP00000286398","9606.ENSP00000353793",934,"SMC2","10592","WDHD1","11169",0.205,0
"1251","ENSP00000368686","ENSP00000378402","9606.ENSP00000378402","9606.ENSP00000368686",978,"SIN3A","25942","E2F4","1874",0.283,0
"1252","ENSP00000403465","ENSP00000243578","9606.ENSP00000243578","9606.ENSP00000403465",980,"B9D2","80776","CC2D2A","57545",1,1
"1253","ENSP00000266395","ENSP00000255266","9606.ENSP00000255266","9606.ENSP00000266395",969,"PDE6A","5145","PDE6H","5149",0.244,0
"1254","ENSP00000425561","ENSP00000254508","9606.ENSP00000254508","9606.ENSP00000425561",903,"NUP210","23225","EIF4E","1977",0.367,0
"1255","ENSP00000265339","ENSP00000397453","9606.ENSP00000397453","9606.ENSP00000265339",914,"UBE2W","55284","UBE2B","7320",0.606,1
"1256","ENSP00000378897","ENSP00000371152","9606.ENSP00000371152","9606.ENSP00000378897",973,"ASAH1","427","ASAH2","56624",0.628,1
"1257","ENSP00000360266","ENSP00000200457","9606.ENSP00000200457","9606.ENSP00000360266",915,"TRIP6","7205","JUN","3725",0.282,0
"1258","ENSP00000355506","ENSP00000419471","9606.ENSP00000419471","9606.ENSP00000355506",903,"RAD51B","5890","EXO1","9156",0.755,1
"1259","ENSP00000306512","ENSP00000334448","9606.ENSP00000334448","9606.ENSP00000306512",980,"GNG2","54331","CXCL8","3576",0.336,0
"1260","ENSP00000296473","ENSP00000355511","9606.ENSP00000355511","9606.ENSP00000296473",912,"CHML","23596","MON1A","84315",0.094,0
"1261","ENSP00000323811","ENSP00000238651","9606.ENSP00000238651","9606.ENSP00000323811",927,"ACOT2","10965","HACL1","26061",0.694,1
"1262","ENSP00000359663","ENSP00000361359","9606.ENSP00000361359","9606.ENSP00000359663",999,"CD40","958","CD40LG","959",0.631,1
"1263","ENSP00000378105","ENSP00000359380","9606.ENSP00000359380","9606.ENSP00000378105",965,"SCD","6319","ELOVL6","79071",0.661,1
"1264","ENSP00000381412","ENSP00000354896","9606.ENSP00000354896","9606.ENSP00000381412",923,"GRM1","2911","CAMK2A","815",0.299,0
